episode,reward,agent
696,1,Q-Learning
697,1,CFR
697,-2,Q-Learning
698,1,CFR
698,-2,Q-Learning
699,-1,CFR
699,-1,Q-Learning
700,1,CFR
700,-1,Q-Learning
701,-1,CFR
701,1,Q-Learning
702,-1,CFR
702,1,Q-Learning
703,-1,CFR
703,1,Q-Learning
704,1,CFR
704,1,Q-Learning
705,-1,CFR
705,1,Q-Learning
706,1,CFR
706,-1,Q-Learning
707,2,CFR
707,-1,Q-Learning
708,1,CFR
708,-1,Q-Learning
709,2,CFR
709,1,Q-Learning
710,-1,CFR
710,1,Q-Learning
711,-2,CFR
711,-1,Q-Learning
712,-1,CFR
712,2,Q-Learning
713,1,CFR
713,1,Q-Learning
714,1,CFR
714,1,Q-Learning
715,1,CFR
715,1,Q-Learning
716,-1,CFR
716,1,Q-Learning
717,1,CFR
717,-1,Q-Learning
718,-1,CFR
718,-1,Q-Learning
719,-1,CFR
719,1,Q-Learning
720,1,CFR
720,1,Q-Learning
721,1,CFR
721,-2,Q-Learning
722,1,CFR
722,-1,Q-Learning
723,1,CFR
723,-1,Q-Learning
724,-1,CFR
724,-1,Q-Learning
725,1,CFR
725,-1,Q-Learning
726,-2,CFR
726,1,Q-Learning
727,-1,CFR
727,1,Q-Learning
728,1,CFR
728,-1,Q-Learning
729,-2,CFR
729,1,Q-Learning
730,1,CFR
730,1,Q-Learning
731,1,CFR
731,-2,Q-Learning
732,2,CFR
732,1,Q-Learning
733,2,CFR
733,-1,Q-Learning
734,1,CFR
734,-1,Q-Learning
735,-1,CFR
735,1,Q-Learning
736,-2,CFR
736,-1,Q-Learning
737,1,CFR
737,1,Q-Learning
738,1,CFR
738,1,Q-Learning
739,-1,CFR
739,-1,Q-Learning
740,1,CFR
740,-1,Q-Learning
741,-1,CFR
741,1,Q-Learning
742,1,CFR
742,-1,Q-Learning
743,1,CFR
743,-1,Q-Learning
744,2,CFR
744,-1,Q-Learning
745,-1,CFR
745,-2,Q-Learning
746,1,CFR
746,1,Q-Learning
747,-2,CFR
747,-1,Q-Learning
748,1,CFR
748,-1,Q-Learning
749,-1,CFR
749,-1,Q-Learning
750,-1,CFR
750,1,Q-Learning
751,-1,CFR
751,1,Q-Learning
752,1,CFR
752,1,Q-Learning
753,-1,CFR
753,1,Q-Learning
754,1,CFR
754,1,Q-Learning
755,1,CFR
755,-1,Q-Learning
756,-2,CFR
756,1,Q-Learning
757,-1,CFR
757,1,Q-Learning
758,1,CFR
758,-1,Q-Learning
759,1,CFR
759,1,Q-Learning
760,1,CFR
760,-1,Q-Learning
761,-2,CFR
761,1,Q-Learning
762,-1,CFR
762,1,Q-Learning
763,-1,CFR
763,-1,Q-Learning
764,-2,CFR
764,1,Q-Learning
765,1,CFR
765,1,Q-Learning
766,1,CFR
766,-2,Q-Learning
767,-2,CFR
767,1,Q-Learning
768,1,CFR
768,1,Q-Learning
769,-2,CFR
769,1,Q-Learning
770,2,CFR
770,1,Q-Learning
771,-1,CFR
771,-1,Q-Learning
772,2,CFR
772,1,Q-Learning
773,-2,CFR
773,1,Q-Learning
774,-2,CFR
774,1,Q-Learning
775,1,CFR
775,1,Q-Learning
776,-1,CFR
776,1,Q-Learning
777,-2,CFR
777,2,Q-Learning
778,-2,CFR
778,-2,Q-Learning
779,-1,CFR
779,-1,Q-Learning
780,-1,CFR
780,1,Q-Learning
781,-1,CFR
781,-2,Q-Learning
782,-1,CFR
782,-2,Q-Learning
783,1,CFR
783,1,Q-Learning
784,-2,CFR
784,1,Q-Learning
785,-2,CFR
785,1,Q-Learning
786,1,CFR
786,1,Q-Learning
787,1,CFR
787,1,Q-Learning
788,2,CFR
788,-2,Q-Learning
789,1,CFR
789,1,Q-Learning
790,-2,CFR
790,1,Q-Learning
791,1,CFR
791,1,Q-Learning
792,-1,CFR
792,1,Q-Learning
793,2,CFR
793,1,Q-Learning
794,-1,CFR
794,-1,Q-Learning
795,-2,CFR
795,-2,Q-Learning
796,-1,CFR
796,2,Q-Learning
797,1,CFR
797,1,Q-Learning
798,2,CFR
798,1,Q-Learning
799,-1,CFR
799,-2,Q-Learning
800,1,CFR
800,1,Q-Learning
801,-2,CFR
801,-2,Q-Learning
802,1,CFR
802,1,Q-Learning
803,-1,CFR
803,-1,Q-Learning
804,-1,CFR
804,-1,Q-Learning
805,-1,CFR
805,-1,Q-Learning
806,-1,CFR
806,1,Q-Learning
807,2,CFR
807,1,Q-Learning
808,1,CFR
808,-1,Q-Learning
809,-1,CFR
809,1,Q-Learning
810,-1,CFR
810,1,Q-Learning
811,-1,CFR
811,1,Q-Learning
812,-1,CFR
812,1,Q-Learning
813,-1,CFR
813,1,Q-Learning
814,-1,CFR
814,-2,Q-Learning
815,-1,CFR
815,1,Q-Learning
816,-1,CFR
816,1,Q-Learning
817,-2,CFR
817,1,Q-Learning
818,2,CFR
818,-2,Q-Learning
819,1,CFR
819,2,Q-Learning
820,1,CFR
820,-2,Q-Learning
821,1,CFR
821,1,Q-Learning
822,-2,CFR
822,1,Q-Learning
823,1,CFR
823,1,Q-Learning
824,1,CFR
824,-2,Q-Learning
825,2,CFR
825,-2,Q-Learning
826,-1,CFR
826,-1,Q-Learning
827,-1,CFR
827,1,Q-Learning
828,-1,CFR
828,1,Q-Learning
829,2,CFR
829,1,Q-Learning
830,-1,CFR
830,1,Q-Learning
831,-1,CFR
831,1,Q-Learning
832,2,CFR
832,1,Q-Learning
833,1,CFR
833,1,Q-Learning
834,1,CFR
834,1,Q-Learning
835,2,CFR
835,-1,Q-Learning
836,1,CFR
836,-1,Q-Learning
837,-1,CFR
837,1,Q-Learning
838,-1,CFR
838,-1,Q-Learning
839,1,CFR
839,-1,Q-Learning
840,1,CFR
840,-1,Q-Learning
841,-1,CFR
841,1,Q-Learning
842,1,CFR
842,-1,Q-Learning
843,1,CFR
843,1,Q-Learning
844,-1,CFR
844,-1,Q-Learning
845,-1,CFR
845,1,Q-Learning
846,-1,CFR
846,-1,Q-Learning
847,1,CFR
847,1,Q-Learning
848,-1,CFR
848,1,Q-Learning
849,1,CFR
849,-1,Q-Learning
850,-1,CFR
850,1,Q-Learning
851,1,CFR
851,-1,Q-Learning
852,-1,CFR
852,1,Q-Learning
853,1,CFR
853,1,Q-Learning
854,-2,CFR
854,1,Q-Learning
855,2,CFR
855,-1,Q-Learning
856,1,CFR
856,1,Q-Learning
857,1,CFR
857,-2,Q-Learning
858,-2,CFR
858,1,Q-Learning
859,2,CFR
859,1,Q-Learning
860,-1,CFR
860,-1,Q-Learning
861,-1,CFR
861,1,Q-Learning
862,-1,CFR
862,1,Q-Learning
863,1,CFR
863,-1,Q-Learning
864,-1,CFR
864,-1,Q-Learning
865,-1,CFR
865,-1,Q-Learning
866,-2,CFR
866,-1,Q-Learning
867,1,CFR
867,1,Q-Learning
868,-2,CFR
868,1,Q-Learning
869,-2,CFR
869,-1,Q-Learning
870,-1,CFR
870,1,Q-Learning
871,1,CFR
871,1,Q-Learning
872,-1,CFR
872,1,Q-Learning
873,-1,CFR
873,-1,Q-Learning
874,-1,CFR
874,-1,Q-Learning
875,2,CFR
875,1,Q-Learning
876,-1,CFR
876,-1,Q-Learning
877,-2,CFR
877,2,Q-Learning
878,-2,CFR
878,1,Q-Learning
879,1,CFR
879,-1,Q-Learning
880,-1,CFR
880,-1,Q-Learning
881,1,CFR
881,-2,Q-Learning
882,1,CFR
882,1,Q-Learning
883,2,CFR
883,1,Q-Learning
884,1,CFR
884,1,Q-Learning
885,1,CFR
885,1,Q-Learning
886,1,CFR
886,1,Q-Learning
887,1,CFR
887,-1,Q-Learning
888,-1,CFR
888,1,Q-Learning
889,-1,CFR
889,1,Q-Learning
890,1,CFR
890,-2,Q-Learning
891,-1,CFR
891,1,Q-Learning
892,-2,CFR
892,-2,Q-Learning
893,1,CFR
893,2,Q-Learning
894,-1,CFR
894,-2,Q-Learning
895,-1,CFR
895,-1,Q-Learning
896,2,CFR
896,1,Q-Learning
897,-2,CFR
897,1,Q-Learning
898,-2,CFR
898,-2,Q-Learning
899,1,CFR
899,1,Q-Learning
900,-1,CFR
900,1,Q-Learning
901,-1,CFR
901,1,Q-Learning
902,1,CFR
902,-2,Q-Learning
903,-2,CFR
903,1,Q-Learning
904,1,CFR
904,1,Q-Learning
905,2,CFR
905,-2,Q-Learning
906,2,CFR
906,-2,Q-Learning
907,1,CFR
907,1,Q-Learning
908,-2,CFR
908,1,Q-Learning
909,-2,CFR
909,1,Q-Learning
910,1,CFR
910,1,Q-Learning
911,-2,CFR
911,1,Q-Learning
912,1,CFR
912,1,Q-Learning
913,-2,CFR
913,-2,Q-Learning
914,-1,CFR
914,1,Q-Learning
915,1,CFR
915,-2,Q-Learning
916,1,CFR
916,1,Q-Learning
917,-1,CFR
917,1,Q-Learning
918,1,CFR
918,1,Q-Learning
919,-1,CFR
919,1,Q-Learning
920,1,CFR
920,1,Q-Learning
921,1,CFR
921,-2,Q-Learning
922,1,CFR
922,1,Q-Learning
923,1,CFR
923,1,Q-Learning
924,-1,CFR
924,-2,Q-Learning
925,1,CFR
925,-2,Q-Learning
926,-1,CFR
926,-2,Q-Learning
927,-1,CFR
927,1,Q-Learning
928,-1,CFR
928,-2,Q-Learning
929,1,CFR
929,-2,Q-Learning
930,-1,CFR
930,1,Q-Learning
931,-1,CFR
931,-2,Q-Learning
932,2,CFR
932,-2,Q-Learning
933,-2,CFR
933,-2,Q-Learning
934,-1,CFR
934,-2,Q-Learning
935,1,CFR
935,-2,Q-Learning
936,-1,CFR
936,-1,Q-Learning
937,-1,CFR
937,-1,Q-Learning
938,2,CFR
938,1,Q-Learning
939,-2,CFR
939,1,Q-Learning
940,-2,CFR
940,1,Q-Learning
941,-1,CFR
941,-1,Q-Learning
942,1,CFR
942,1,Q-Learning
943,-1,CFR
943,-1,Q-Learning
944,1,CFR
944,2,Q-Learning
945,1,CFR
945,1,Q-Learning
946,-1,CFR
946,1,Q-Learning
947,-1,CFR
947,1,Q-Learning
948,1,CFR
948,-1,Q-Learning
949,1,CFR
949,1,Q-Learning
950,1,CFR
950,-1,Q-Learning
951,1,CFR
951,1,Q-Learning
952,-1,CFR
952,-1,Q-Learning
953,1,CFR
953,-2,Q-Learning
954,-1,CFR
954,-1,Q-Learning
955,1,CFR
955,-1,Q-Learning
956,-1,CFR
956,-1,Q-Learning
957,-1,CFR
957,-1,Q-Learning
958,1,CFR
958,1,Q-Learning
959,-1,CFR
959,1,Q-Learning
960,-1,CFR
960,-1,Q-Learning
961,-2,CFR
961,-1,Q-Learning
962,1,CFR
962,-2,Q-Learning
963,-1,CFR
963,-1,Q-Learning
964,-1,CFR
964,1,Q-Learning
965,1,CFR
965,-1,Q-Learning
966,1,CFR
966,-1,Q-Learning
967,1,CFR
967,1,Q-Learning
968,2,CFR
968,1,Q-Learning
969,1,CFR
969,1,Q-Learning
970,-1,CFR
970,1,Q-Learning
971,-1,CFR
971,1,Q-Learning
972,1,CFR
972,-1,Q-Learning
973,-1,CFR
973,1,Q-Learning
974,-1,CFR
974,1,Q-Learning
975,-1,CFR
975,-2,Q-Learning
976,-1,CFR
976,1,Q-Learning
977,-1,CFR
977,-1,Q-Learning
978,-1,CFR
978,-2,Q-Learning
979,1,CFR
979,-1,Q-Learning
980,1,CFR
980,-2,Q-Learning
981,-2,CFR
981,1,Q-Learning
982,1,CFR
982,-2,Q-Learning
983,-1,CFR
983,1,Q-Learning
984,-1,CFR
984,-1,Q-Learning
985,-1,CFR
985,-1,Q-Learning
986,-1,CFR
986,1,Q-Learning
987,1,CFR
987,-1,Q-Learning
988,1,CFR
988,-1,Q-Learning
989,2,CFR
989,1,Q-Learning
990,1,CFR
990,1,Q-Learning
991,-1,CFR
991,1,Q-Learning
992,1,CFR
992,1,Q-Learning
993,-1,CFR
993,1,Q-Learning
994,1,CFR
994,1,Q-Learning
995,-2,CFR
995,-1,Q-Learning
996,-1,CFR
996,-1,Q-Learning
997,-2,CFR
997,-1,Q-Learning
998,1,CFR
998,1,Q-Learning
999,-1,CFR
999,2,Q-Learning
1000,-1,CFR
1000,-1,Q-Learning
1001,-2,CFR
1001,1,Q-Learning
1002,1,CFR
1002,-1,Q-Learning
1003,1,CFR
1003,1,Q-Learning
1004,1,CFR
1004,-1,Q-Learning
1005,1,CFR
1005,-1,Q-Learning
1006,-2,CFR
1006,2,Q-Learning
1007,2,CFR
1007,1,Q-Learning
1008,1,CFR
1008,1,Q-Learning
1009,1,CFR
1009,-1,Q-Learning
1010,1,CFR
1010,1,Q-Learning
1011,1,CFR
1011,-1,Q-Learning
1012,1,CFR
1012,1,Q-Learning
1013,1,CFR
1013,-1,Q-Learning
1014,-1,CFR
1014,-1,Q-Learning
1015,1,CFR
1015,-1,Q-Learning
1016,-2,CFR
1016,-1,Q-Learning
1017,1,CFR
1017,1,Q-Learning
1018,-1,CFR
1018,-1,Q-Learning
1019,1,CFR
1019,2,Q-Learning
1020,-2,CFR
1020,-1,Q-Learning
1021,1,CFR
1021,-2,Q-Learning
1022,1,CFR
1022,1,Q-Learning
1023,-1,CFR
1023,2,Q-Learning
1024,-2,CFR
1024,-1,Q-Learning
1025,1,CFR
1025,-2,Q-Learning
1026,1,CFR
1026,2,Q-Learning
1027,2,CFR
1027,2,Q-Learning
1028,-1,CFR
1028,1,Q-Learning
1029,-1,CFR
1029,1,Q-Learning
1030,-1,CFR
1030,1,Q-Learning
1031,1,CFR
1031,-1,Q-Learning
1032,1,CFR
1032,1,Q-Learning
1033,1,CFR
1033,-2,Q-Learning
1034,-1,CFR
1034,-1,Q-Learning
1035,-2,CFR
1035,-1,Q-Learning
1036,1,CFR
1036,1,Q-Learning
1037,1,CFR
1037,-1,Q-Learning
1038,1,CFR
1038,2,Q-Learning
1039,1,CFR
1039,-1,Q-Learning
1040,-1,CFR
1040,1,Q-Learning
1041,1,CFR
1041,-1,Q-Learning
1042,-1,CFR
1042,-2,Q-Learning
1043,-2,CFR
1043,-1,Q-Learning
1044,1,CFR
1044,2,Q-Learning
1045,2,CFR
1045,1,Q-Learning
1046,1,CFR
1046,1,Q-Learning
1047,2,CFR
1047,-1,Q-Learning
1048,1,CFR
1048,1,Q-Learning
1049,-2,CFR
1049,1,Q-Learning
1050,2,CFR
1050,-1,Q-Learning
1051,1,CFR
1051,1,Q-Learning
1052,1,CFR
1052,-1,Q-Learning
1053,-1,CFR
1053,-2,Q-Learning
1054,-1,CFR
1054,1,Q-Learning
1055,-2,CFR
1055,-1,Q-Learning
1056,2,CFR
1056,-2,Q-Learning
1057,-1,CFR
1057,1,Q-Learning
1058,-1,CFR
1058,1,Q-Learning
1059,1,CFR
1059,1,Q-Learning
1060,1,CFR
1060,-1,Q-Learning
1061,1,CFR
1061,1,Q-Learning
1062,-2,CFR
1062,-1,Q-Learning
1063,-1,CFR
1063,-1,Q-Learning
1064,-1,CFR
1064,1,Q-Learning
1065,-1,CFR
1065,1,Q-Learning
1066,1,CFR
1066,1,Q-Learning
1067,2,CFR
1067,2,Q-Learning
1068,-1,CFR
1068,1,Q-Learning
1069,1,CFR
1069,-1,Q-Learning
1070,-1,CFR
1070,-1,Q-Learning
1071,-1,CFR
1071,-1,Q-Learning
1072,1,CFR
1072,1,Q-Learning
1073,-1,CFR
1073,-1,Q-Learning
1074,1,CFR
1074,-2,Q-Learning
1075,1,CFR
1075,1,Q-Learning
1076,1,CFR
1076,-1,Q-Learning
1077,-1,CFR
1077,-2,Q-Learning
1078,-1,CFR
1078,1,Q-Learning
1079,-2,CFR
1079,-1,Q-Learning
1080,-2,CFR
1080,-1,Q-Learning
1081,-1,CFR
1081,-2,Q-Learning
1082,-1,CFR
1082,1,Q-Learning
1083,1,CFR
1083,1,Q-Learning
1084,1,CFR
1084,-1,Q-Learning
1085,1,CFR
1085,-1,Q-Learning
1086,-1,CFR
1086,1,Q-Learning
1087,-1,CFR
1087,-1,Q-Learning
1088,1,CFR
1088,-1,Q-Learning
1089,-1,CFR
1089,1,Q-Learning
1090,1,CFR
1090,-2,Q-Learning
1091,1,CFR
1091,1,Q-Learning
1092,1,CFR
1092,-1,Q-Learning
1093,-1,CFR
1093,-2,Q-Learning
1094,1,CFR
1094,-1,Q-Learning
1095,-1,CFR
1095,1,Q-Learning
1096,2,CFR
1096,-2,Q-Learning
1097,-1,CFR
1097,1,Q-Learning
1098,-2,CFR
1098,1,Q-Learning
1099,-1,CFR
1099,1,Q-Learning
1100,-1,CFR
1100,1,Q-Learning
1101,-1,CFR
1101,-2,Q-Learning
1102,1,CFR
1102,-1,Q-Learning
1103,1,CFR
1103,-2,Q-Learning
1104,-1,CFR
1104,1,Q-Learning
1105,1,CFR
1105,1,Q-Learning
1106,-1,CFR
1106,-1,Q-Learning
1107,1,CFR
1107,1,Q-Learning
1108,1,CFR
1108,-1,Q-Learning
1109,1,CFR
1109,-1,Q-Learning
1110,-1,CFR
1110,1,Q-Learning
1111,1,CFR
1111,1,Q-Learning
1112,1,CFR
1112,1,Q-Learning
1113,1,CFR
1113,-1,Q-Learning
1114,2,CFR
1114,-1,Q-Learning
1115,-1,CFR
1115,-1,Q-Learning
1116,1,CFR
1116,-1,Q-Learning
1117,-1,CFR
1117,1,Q-Learning
1118,1,CFR
1118,-1,Q-Learning
1119,2,CFR
1119,-1,Q-Learning
1120,-2,CFR
1120,-1,Q-Learning
1121,1,CFR
1121,-1,Q-Learning
1122,1,CFR
1122,1,Q-Learning
1123,1,CFR
1123,-1,Q-Learning
1124,-1,CFR
1124,1,Q-Learning
1125,1,CFR
1125,-1,Q-Learning
1126,1,CFR
1126,1,Q-Learning
1127,1,CFR
1127,1,Q-Learning
1128,-1,CFR
1128,1,Q-Learning
1129,1,CFR
1129,-1,Q-Learning
1130,-1,CFR
1130,1,Q-Learning
1131,-2,CFR
1131,-1,Q-Learning
1132,-1,CFR
1132,1,Q-Learning
1133,2,CFR
1133,1,Q-Learning
1134,-1,CFR
1134,-1,Q-Learning
1135,-2,CFR
1135,-1,Q-Learning
1136,1,CFR
1136,1,Q-Learning
1137,-1,CFR
1137,1,Q-Learning
1138,-2,CFR
1138,1,Q-Learning
1139,-1,CFR
1139,1,Q-Learning
1140,1,CFR
1140,1,Q-Learning
1141,-1,CFR
1141,-1,Q-Learning
1142,-1,CFR
1142,-1,Q-Learning
1143,-1,CFR
1143,1,Q-Learning
1144,1,CFR
1144,-2,Q-Learning
1145,-1,CFR
1145,-1,Q-Learning
1146,-1,CFR
1146,-1,Q-Learning
1147,-1,CFR
1147,1,Q-Learning
1148,-1,CFR
1148,-1,Q-Learning
1149,-1,CFR
1149,-1,Q-Learning
1150,1,CFR
1150,-1,Q-Learning
1151,1,CFR
1151,1,Q-Learning
1152,-1,CFR
1152,-2,Q-Learning
1153,2,CFR
1153,-1,Q-Learning
1154,-1,CFR
1154,1,Q-Learning
1155,1,CFR
1155,1,Q-Learning
1156,1,CFR
1156,-1,Q-Learning
1157,-1,CFR
1157,-1,Q-Learning
1158,1,CFR
1158,-1,Q-Learning
1159,-1,CFR
1159,1,Q-Learning
1160,-2,CFR
1160,1,Q-Learning
1161,1,CFR
1161,-1,Q-Learning
1162,-1,CFR
1162,-1,Q-Learning
1163,-2,CFR
1163,1,Q-Learning
1164,-2,CFR
1164,2,Q-Learning
1165,-1,CFR
1165,1,Q-Learning
1166,2,CFR
1166,-1,Q-Learning
1167,-1,CFR
1167,-1,Q-Learning
1168,1,CFR
1168,1,Q-Learning
1169,-1,CFR
1169,2,Q-Learning
1170,-1,CFR
1170,-1,Q-Learning
1171,1,CFR
1171,1,Q-Learning
1172,1,CFR
1172,1,Q-Learning
1173,-2,CFR
1173,-1,Q-Learning
1174,2,CFR
1174,-1,Q-Learning
1175,2,CFR
1175,-1,Q-Learning
1176,1,CFR
1176,-2,Q-Learning
1177,2,CFR
1177,-1,Q-Learning
1178,1,CFR
1178,1,Q-Learning
1179,-1,CFR
1179,1,Q-Learning
1180,1,CFR
1180,-1,Q-Learning
1181,1,CFR
1181,-1,Q-Learning
1182,-2,CFR
1182,-1,Q-Learning
1183,1,CFR
1183,-1,Q-Learning
1184,2,CFR
1184,-1,Q-Learning
1185,1,CFR
1185,-1,Q-Learning
1186,2,CFR
1186,1,Q-Learning
1187,-1,CFR
1187,-1,Q-Learning
1188,1,CFR
1188,1,Q-Learning
1189,1,CFR
1189,-1,Q-Learning
1190,2,CFR
1190,-1,Q-Learning
1191,-1,CFR
1191,-1,Q-Learning
1192,-1,CFR
1192,1,Q-Learning
1193,1,CFR
1193,1,Q-Learning
1194,-1,CFR
1194,1,Q-Learning
1195,2,CFR
1195,-1,Q-Learning
1196,2,CFR
1196,-1,Q-Learning
1197,-1,CFR
1197,1,Q-Learning
1198,-1,CFR
1198,1,Q-Learning
1199,-2,CFR
1199,1,Q-Learning
1200,-2,CFR
1200,-1,Q-Learning
1201,-1,CFR
1201,1,Q-Learning
1202,-2,CFR
1202,-1,Q-Learning
1203,1,CFR
1203,-1,Q-Learning
1204,-2,CFR
1204,-1,Q-Learning
1205,1,CFR
1205,1,Q-Learning
1206,1,CFR
1206,1,Q-Learning
1207,1,CFR
1207,2,Q-Learning
1208,2,CFR
1208,1,Q-Learning
1209,-1,CFR
1209,1,Q-Learning
1210,-1,CFR
1210,1,Q-Learning
1211,1,CFR
1211,-1,Q-Learning
1212,1,CFR
1212,1,Q-Learning
1213,-1,CFR
1213,1,Q-Learning
1214,1,CFR
1214,-2,Q-Learning
1215,-1,CFR
1215,-1,Q-Learning
1216,1,CFR
1216,-1,Q-Learning
1217,1,CFR
1217,1,Q-Learning
1218,1,CFR
1218,1,Q-Learning
1219,1,CFR
1219,-2,Q-Learning
1220,-2,CFR
1220,1,Q-Learning
1221,1,CFR
1221,-1,Q-Learning
1222,-1,CFR
1222,-2,Q-Learning
1223,2,CFR
1223,-1,Q-Learning
1224,-1,CFR
1224,1,Q-Learning
1225,-2,CFR
1225,1,Q-Learning
1226,1,CFR
1226,-1,Q-Learning
1227,1,CFR
1227,1,Q-Learning
1228,-1,CFR
1228,-1,Q-Learning
1229,-2,CFR
1229,-1,Q-Learning
1230,-1,CFR
1230,-1,Q-Learning
1231,1,CFR
1231,-1,Q-Learning
1232,1,CFR
1232,1,Q-Learning
1233,-1,CFR
1233,-1,Q-Learning
1234,1,CFR
1234,1,Q-Learning
1235,1,CFR
1235,-1,Q-Learning
1236,2,CFR
1236,-1,Q-Learning
1237,1,CFR
1237,1,Q-Learning
1238,-1,CFR
1238,1,Q-Learning
1239,-1,CFR
1239,-2,Q-Learning
1240,1,CFR
1240,-1,Q-Learning
1241,2,CFR
1241,-1,Q-Learning
1242,1,CFR
1242,1,Q-Learning
1243,2,CFR
1243,1,Q-Learning
1244,-1,CFR
1244,-1,Q-Learning
1245,1,CFR
1245,-1,Q-Learning
1246,1,CFR
1246,-1,Q-Learning
1247,1,CFR
1247,2,Q-Learning
1248,1,CFR
1248,-2,Q-Learning
1249,1,CFR
1249,1,Q-Learning
1250,-1,CFR
1250,1,Q-Learning
1251,2,CFR
1251,-1,Q-Learning
1252,1,CFR
1252,2,Q-Learning
1253,1,CFR
1253,-1,Q-Learning
1254,-2,CFR
1254,-2,Q-Learning
1255,-1,CFR
1255,2,Q-Learning
1256,2,CFR
1256,-2,Q-Learning
1257,1,CFR
1257,-2,Q-Learning
1258,-1,CFR
1258,-1,Q-Learning
1259,1,CFR
1259,2,Q-Learning
1260,-2,CFR
1260,-1,Q-Learning
1261,-1,CFR
1261,-1,Q-Learning
1262,1,CFR
1262,2,Q-Learning
1263,1,CFR
1263,1,Q-Learning
1264,-2,CFR
1264,1,Q-Learning
1265,-1,CFR
1265,1,Q-Learning
1266,-1,CFR
1266,-1,Q-Learning
1267,1,CFR
1267,-2,Q-Learning
1268,-2,CFR
1268,1,Q-Learning
1269,1,CFR
1269,1,Q-Learning
1270,1,CFR
1270,-1,Q-Learning
1271,-1,CFR
1271,1,Q-Learning
1272,-1,CFR
1272,1,Q-Learning
1273,1,CFR
1273,-1,Q-Learning
1274,-1,CFR
1274,-1,Q-Learning
1275,-1,CFR
1275,1,Q-Learning
1276,1,CFR
1276,-1,Q-Learning
1277,-1,CFR
1277,2,Q-Learning
1278,-1,CFR
1278,1,Q-Learning
1279,-1,CFR
1279,1,Q-Learning
1280,1,CFR
1280,1,Q-Learning
1281,-1,CFR
1281,1,Q-Learning
1282,-2,CFR
1282,-1,Q-Learning
1283,1,CFR
1283,-2,Q-Learning
1284,2,CFR
1284,1,Q-Learning
1285,2,CFR
1285,1,Q-Learning
1286,-2,CFR
1286,1,Q-Learning
1287,-1,CFR
1287,-1,Q-Learning
1288,1,CFR
1288,1,Q-Learning
1289,-1,CFR
1289,1,Q-Learning
1290,-1,CFR
1290,-2,Q-Learning
1291,-1,CFR
1291,-2,Q-Learning
1292,-1,CFR
1292,1,Q-Learning
1293,2,CFR
1293,-2,Q-Learning
1294,-1,CFR
1294,1,Q-Learning
1295,-1,CFR
1295,-2,Q-Learning
1296,-2,CFR
1296,-2,Q-Learning
1297,2,CFR
1297,1,Q-Learning
1298,-2,CFR
1298,1,Q-Learning
1299,1,CFR
1299,-2,Q-Learning
1300,1,CFR
1300,-2,Q-Learning
1301,1,CFR
1301,-1,Q-Learning
1302,1,CFR
1302,1,Q-Learning
1303,-1,CFR
1303,1,Q-Learning
1304,1,CFR
1304,-2,Q-Learning
1305,-1,CFR
1305,-1,Q-Learning
1306,-1,CFR
1306,1,Q-Learning
1307,-1,CFR
1307,1,Q-Learning
1308,-1,CFR
1308,-1,Q-Learning
1309,1,CFR
1309,-1,Q-Learning
1310,1,CFR
1310,-2,Q-Learning
1311,-1,CFR
1311,1,Q-Learning
1312,1,CFR
1312,-2,Q-Learning
1313,1,CFR
1313,2,Q-Learning
1314,-1,CFR
1314,-1,Q-Learning
1315,-1,CFR
1315,-1,Q-Learning
1316,1,CFR
1316,1,Q-Learning
1317,2,CFR
1317,-1,Q-Learning
1318,2,CFR
1318,-1,Q-Learning
1319,-2,CFR
1319,-1,Q-Learning
1320,1,CFR
1320,-1,Q-Learning
1321,1,CFR
1321,-1,Q-Learning
1322,-1,CFR
1322,1,Q-Learning
1323,-1,CFR
1323,-1,Q-Learning
1324,1,CFR
1324,1,Q-Learning
1325,1,CFR
1325,-1,Q-Learning
1326,-1,CFR
1326,1,Q-Learning
1327,1,CFR
1327,-1,Q-Learning
1328,1,CFR
1328,-1,Q-Learning
1329,1,CFR
1329,1,Q-Learning
1330,1,CFR
1330,1,Q-Learning
1331,1,CFR
1331,-1,Q-Learning
1332,1,CFR
1332,-1,Q-Learning
1333,-2,CFR
1333,1,Q-Learning
1334,1,CFR
1334,2,Q-Learning
1335,-1,CFR
1335,2,Q-Learning
1336,-1,CFR
1336,1,Q-Learning
1337,1,CFR
1337,-1,Q-Learning
1338,-1,CFR
1338,1,Q-Learning
1339,1,CFR
1339,-1,Q-Learning
1340,1,CFR
1340,-1,Q-Learning
1341,2,CFR
1341,-2,Q-Learning
1342,1,CFR
1342,-1,Q-Learning
1343,2,CFR
1343,-2,Q-Learning
1344,1,CFR
1344,1,Q-Learning
1345,1,CFR
1345,2,Q-Learning
1346,2,CFR
1346,1,Q-Learning
1347,-1,CFR
1347,1,Q-Learning
1348,-1,CFR
1348,1,Q-Learning
1349,-1,CFR
1349,-1,Q-Learning
1350,1,CFR
1350,1,Q-Learning
1351,2,CFR
1351,-1,Q-Learning
1352,-2,CFR
1352,1,Q-Learning
1353,-1,CFR
1353,-1,Q-Learning
1354,-1,CFR
1354,1,Q-Learning
1355,-1,CFR
1355,-1,Q-Learning
1356,1,CFR
1356,-2,Q-Learning
1357,1,CFR
1357,-1,Q-Learning
1358,1,CFR
1358,1,Q-Learning
1359,2,CFR
1359,1,Q-Learning
1360,-1,CFR
